key_word,job_id,job_title,country,job_link,company,company_region,company_industry,company_size,experence_requirement,working_location,description,postedByHR
data scientist,6504084,Scientist (DL for Healthcare) / I2R (A*STAR) - 18 / I2R / 0051,SG,https://www.jobstreet.com.sg/en/job/scientist-dl-for-healthcare-i2r-astar-18i2r0051-6504084?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6508794,Associate Scientist / Scientist,SG,https://www.jobstreet.com.sg/en/job/associate-scientist-scientist-6508794?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6502041,Development Scientist,SG,https://www.jobstreet.com.sg/en/job/development-scientist-6502041?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6501963,Development Scientist / Senior Development Engineer,SG,https://www.jobstreet.com.sg/en/job/development-scientist-senior-development-engineer-6501963?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487854,"Senior Research Scientist (1-year contract), Living Analytics Research Centre",SG,https://www.jobstreet.com.sg/en/job/senior-research-scientist-1-year-contract-living-analytics-research-centre-6487854?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487854,"Senior Research Scientist (1-year contract), Living Analytics Research Centre",SG,https://www.jobstreet.com.sg/en/job/senior-research-scientist-1-year-contract-living-analytics-research-centre-6487854?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487841,"Research Scientist (2-year contract), Living Analytics Research Centre",SG,https://www.jobstreet.com.sg/en/job/research-scientist-2-year-contract-living-analytics-research-centre-6487841?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487822,"Research Scientist (2-year contract), Living Analytics Research Centre",SG,https://www.jobstreet.com.sg/en/job/research-scientist-2-year-contract-living-analytics-research-centre-6487822?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487811,"Research Scientist (1-year contract), Living Analytics Research Centre",SG,https://www.jobstreet.com.sg/en/job/research-scientist-1-year-contract-living-analytics-research-centre-6487811?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487794,"Research Scientist (1-year contract), Living Analytics Research Centre",SG,https://www.jobstreet.com.sg/en/job/research-scientist-1-year-contract-living-analytics-research-centre-6487794?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487778,"Research Scientist (2-year contract), Living Analytics Research Centre",SG,https://www.jobstreet.com.sg/en/job/research-scientist-2-year-contract-living-analytics-research-centre-6487778?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487760,"Research Scientist (1-year contract), Living Analytics Research Centre",SG,https://www.jobstreet.com.sg/en/job/research-scientist-1-year-contract-living-analytics-research-centre-6487760?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6487189,"Scientist, Architectures of In-Memory Computations",SG,https://www.jobstreet.com.sg/en/job/scientist-architectures-of-in-memory-computations-6487189?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6498718,Principal Medical Laboratory Scientist (3 year contract),SG,https://www.jobstreet.com.sg/en/job/principal-medical-laboratory-scientist-3-year-contract-6498718?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6498558,ICES-Scientist (Organic Chemistry) [FY17046],SG,https://www.jobstreet.com.sg/en/job/ices-scientist-organic-chemistry-fy17046-6498558?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6516580,Scientist (Visual Intelligence) / I²R (A*STAR) -18 / I2R / 0054,SG,https://www.jobstreet.com.sg/en/job/scientist-visual-intelligence-i2r-astar-18i2r0054-6516580?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6495493,Scientist (Deep Learning 2.0) / I2R (A*STAR) -18 / I2R / 0019,SG,https://www.jobstreet.com.sg/en/job/scientist-deep-learning-20-i2r-astar-18i2r0019-6495493?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6514594,MICROBIOLOGY SCIENTIST (UP TO $5500 / EAST),SG,https://www.jobstreet.com.sg/en/job/microbiology-scientist-up-to-5500-east-6514594?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6494678,Scientist (NBT) / I²R (A*STAR) - 18 / I2R / 0031,SG,https://www.jobstreet.com.sg/en/job/scientist-nbt-i2r-astar-18i2r0031-6494678?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6494657,Scientist (SCD- DL 2.0 ) / I2R (A*STAR) - 17 / I2R / 0049,SG,https://www.jobstreet.com.sg/en/job/scientist-scd-dl-20-i2r-astar-17i2r0049-6494657?fr=21&src=16&srcr=12,,,,,,,,False
